daer,daer,Adj,Adj.masc.sg,7
hollalluog,hollalluog,Adj,Adj.masc.sg,3
tywyll,tywyll,Adj,Adj.masc.sg,2
lwyr,llwyr,Adj,Adj.masc.sg,2
blin,blin,Adj,Adj.masc.sg,8
hanwyl,anwyl,Adj,Adj.masc.sg,8
ardderchog,ardderchog,Adj,Adj.masc.sg,11
gystal,da,Adj,Adj.cyf,4
uchelfrydig,uchelfrydig,Adj,Adj.masc.sg,1
ryfeddol,rhyfeddol,Adj,Adj.masc.sg,1
dda,da,Adj,Adj.masc.sg,48
lwcus,lwcus,Adj,Adj.masc.sg,1
da,da,Adj,Adj.masc.sg,61
hir,hir,Adj,Adj.masc.sg,103
thanbaid,tanbaid,Adj,Adj.masc.sg,1
leiaf,bach,Adj,Adj.seith,14
addolgar,addolgar,Adj,Adj.masc.sg,1
bendefigaidd,pendefigaidd,Adj,Adj.masc.sg,1
cyfaddef,cyfaddef,Adj,Adj.masc.sg,1
pwysig,pwysig,Adj,Adj.masc.sg,3
hardderchog,ardderchog,Adj,Adj.masc.sg,1
flaenorol,blaenorol,Adj,Adj.masc.sg,4
fwyaf,mawr,Adj,Adj.seith,21
tebyg,tebyg,Adj,Adj.masc.sg,13
uchaf,uchaf,Adj,Adj.masc.sg,3
gyfrwys,cyfrwys,Adj,Adj.masc.sg,1
cyflymaf,cyflymaf,Adj,Adj.masc.sg,1
bell,pell,Adj,Adj.masc.sg,17
cryn,cryn,Adj,Adj.masc.sg,7
cyfrwys,cyfrwys,Adj,Adj.masc.sg,3
fawr,mawr,Adj,Adj.masc.sg,128
gwamal,gwamal,Adj,Adj.masc.sg,1
brif,prif,Adj,Adj.seith,1
cynyddol,cynyddol,Adj,Adj.masc.sg,1
diplomyddol,diplomyddol,Adj,Adj.masc.sg,1
anaml,anaml,Adj,Adj.masc.sg,2
uwch,uwch,Adj,Adj.masc.sg,42
tebygol,tebygol,Adj,Adj.masc.sg,1
anhysbys,anhysbys,Adj,Adj.masc.sg,1
perffaith,perffaith,Adj,Adj.masc.sg,3
gyntaf,cyntaf,Adj,Adj.masc.sg,11
hud,hud,Adj,Adj.masc.sg,3
analluog,analluog,Adj,Adj.masc.sg,1
ynfyd,ynfyd,Adj,Adj.masc.sg,1
annaturiol,naturiol,Adj,Adj.masc.sg,1
llednais,llednais,Adj,Adj.masc.sg,3
benderfynol,penderfynol,Adj,Adj.masc.sg,3
ddrwg,drwg,Adj,Adj.masc.sg,14
cymaint,cymaint,Adj,Adj.masc.sg,13
debycach,tebyg,Adj,Adj.cym,2
gyffrous,cyffrous,Adj,Adj.masc.sg,1
grynedig,crynedig,Adj,Adj.masc.sg,4
ddiolchgar,diolchgar,Adj,Adj.masc.sg,2
dwfn,dwfn,Adj,Adj.masc.sg,7
diymhongar,diymhongar,Adj,Adj.masc.sg,1
gwaethaf,drwg,Adj,Adj.seith,8
cyfiawn,cyfiawn,Adj,Adj.masc.sg,3
chyd,cyd,Adj,Adj.masc.sg,1
tanllyd,tanllyd,Adj,Adj.masc.sg,3
gwael,gwael,Adj,Adj.masc.sg,6
ddiamddiffyn,diamddiffyn,Adj,Adj.masc.sg,1
anfaddeuol,maddeuol,Adj,Adj.masc.sg,1
ffyrnig,ffyrnig,Adj,Adj.masc.sg,7
gryn,cryn,Adj,Adj.masc.sg,3
chwith,chwith,Adj,Adj.masc.sg,8
lluosog,lluosog,Adj,Adj.masc.sg,1
fabwysiedig,mabwysiedig,Adj,Adj.masc.sg,1
personol,personol,Adj,Adj.masc.sg,1
rhyfedd,rhyfedd,Adj,Adj.masc.sg,15
segur,segur,Adj,Adj.masc.sg,2
gostyngedig,gostyngedig,Adj,Adj.masc.sg,2
rasol,grasol,Adj,Adj.masc.sg,2
canlynol,canlynol,Adj,Adj.masc.sg,2
pendant,pendant,Adj,Adj.masc.sg,1
dichellgar,dichellgar,Adj,Adj.masc.sg,1
nwydwyllt,nwydwyllt,Adj,Adj.masc.sg,1
eiddigus,eiddigus,Adj,Adj.masc.sg,1
uniongyrchol,uniongyrchol,Adj,Adj.masc.sg,2
anuniongyrchol,anuniongyrchol,Adj,Adj.masc.sg,1
balch,balch,Adj,Adj.masc.sg,1
manwl,manwl,Adj,Adj.masc.sg,3
crefyddol,crefyddol,Adj,Adj.masc.sg,3
weledig,gweledig,Adj,Adj.masc.sg,2
santaidd,sanctaidd,Adj,Adj.masc.sg,3
angylaidd,angylaidd,Adj,Adj.masc.sg,1
wen,gwyn,Adj,Adj.fem.sg,34
syml,syml,Adj,Adj.masc.sg,6
drech,trech,Adj,Adj.cym,1
gynddeiriog,cynddeiriog,Adj,Adj.masc.sg,3
ffiaidd,ffiaidd,Adj,Adj.masc.sg,1
disymwth,disymwth,Adj,Adj.masc.sg,2
aflywodraethus,aflywodraethus,Adj,Adj.masc.sg,2
priodol,priodol,Adj,Adj.masc.sg,4
euog,euog,Adj,Adj.masc.sg,2
fyw,byw,Adj,Adj.masc.sg,4
welw,gwelw,Adj,Adj.masc.sg,7
ddifrifol,difrifol,Adj,Adj.masc.sg,6
cysegredig,cysegredig,Adj,Adj.masc.sg,3
awdurdodol,awdurdodol,Adj,Adj.masc.sg,1
afresymol,afresymol,Adj,Adj.masc.sg,1
hawddgar,hawddgar,Adj,Adj.masc.sg,5
anhyfryd,anhyfryd,Adj,Adj.masc.sg,1
ddiniwed,diniwed,Adj,Adj.masc.sg,6
deilwng,teilwng,Adj,Adj.masc.sg,4
ymadawol,ymadawol,Adj,Adj.masc.sg,2
gynhyrfus,cynhyrfus,Adj,Adj.masc.sg,7
amddifad,amddifad,Adj,Adj.masc.sg,5
diweddar,diweddar,Adj,Adj.masc.sg,3
hanrhydeddus,anrhydeddus,Adj,Adj.masc.sg,1
chwerw,chwerw,Adj,Adj.masc.sg,11
melus,melys,Adj,Adj.masc.sg,5
twyllodrus,twyllodrus,Adj,Adj.masc.sg,1
